"camera","imgtype","zoom","exposure","gain","frame","lifter","timestamp","id","plantbarcode","treatment","cartag","measurementlabel","other","image","sample","Barcode","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","Height"
7,"none","none","none","none","none","none","2023_09_18_09:42:59","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-7-2023_09_18_09:42:59.jpg",2,NA,"True",9808,11509,0.852202624033365,525.771639943123,120,140,1139,32,"True",152.694732666016,89.6770401000977,134.584869384766,0.809372067646055,NA
8,"none","none","none","none","none","none","2023_09_18_09:43:00","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:00.jpg",0,"00105","True",7461,22030.5,0.338666848233131,1352.8648416996,142,268,1943,25,"True",245.860168457031,114.360427856445,167.598739624023,0.885234932939549,0
8,"none","none","none","none","none","none","2023_09_18_09:43:00","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:00.jpg",1,"000ZV","True",2436,2813,0.865979381443299,252.450791358948,55,73,476,16,"True",70.1682739257813,47.1594047546387,171.04655456543,0.740469343931739,0
8,"none","none","none","none","none","none","2023_09_18_09:43:00","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:00.jpg",2,"000ZO","True",1683,1771,0.950310559006211,178.40916121006,53,47,392,20,"True",54.9223480224609,39.1083488464355,116.959259033203,0.702112309984085,0
1,"none","none","none","none","none","none","2023_09_18_09:43:02","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:02.jpg",0,"000ZD","True",3703,15346.5,0.241292802919232,1261.8225710392,71,296,2004,18,"True",269.384857177734,72.940544128418,173.948608398438,0.962644899509786,0
1,"none","none","none","none","none","none","2023_09_18_09:43:02","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:02.jpg",1,"000VP","True",5392,6437.5,0.837592233009709,410.859952569008,105,85,727,24,"True",100.560768127441,79.5057678222656,96.9901428222656,0.612301818030071,0
1,"none","none","none","none","none","none","2023_09_18_09:43:02","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:02.jpg",2,"000W0","True",8398,11271,0.745098039215686,694.097540855408,162,101,1109,27,"True",151.508605957031,82.2585372924805,106.334892272949,0.839778084443302,31
2,"none","none","none","none","none","none","2023_09_18_09:43:04","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:04.jpg",0,NA,"True",13808,16719.5,0.825862017404827,778.322936534882,168,138,1199,31,"True",170.046463012695,113.007553100586,110.360023498535,0.747227189277749,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:04","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:04.jpg",1,NA,"True",7613,8618.5,0.883332366421071,410.374671339989,105,115,776,29,"True",111.051498413086,101.612548828125,12.4695062637329,0.403445102416682,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:04","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:04.jpg",2,NA,"True",2614,2668,0.97976011994003,215.622364282608,55,72,513,27,"True",67.7509765625,49.345401763916,160.447418212891,0.685221315647563,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:05","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:05.jpg",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:05","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:05.jpg",1,NA,"True",2029,2216,0.915613718411552,209.58073413372,67,49,463,21,"True",66.7821426391602,40.5595397949219,73.0456008911133,0.794441181869516,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:05","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:05.jpg",2,NA,"True",4503,4983.5,0.90358182000602,312.149275660515,72,97,672,27,"True",96.0746383666992,65.5326156616211,17.6467933654785,0.73125788984055,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:06","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:06.jpg",0,"000X7","True",3084,3395.5,0.908260933588573,271.178713202476,68,64,489,23,"True",70.7184600830078,58.5800094604492,63.6681976318359,0.560203122203336,0
4,"none","none","none","none","none","none","2023_09_18_09:43:06","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:06.jpg",1,"000WZ",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:06","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:06.jpg",2,"000WP","True",1462,1858.5,0.786655905299973,242.350286126137,66,41,451,17,"True",64.1906433105469,33.6944160461426,77.967041015625,0.851156722954323,0
5,"none","none","none","none","none","none","2023_09_18_09:43:07","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-5-2023_09_18_09:43:07.jpg",0,"000WG","True",4610,5135,0.897760467380721,340.735062122345,84,80,649,21,"True",93.145866394043,67.6990203857422,48.571891784668,0.686842284211133,0
5,"none","none","none","none","none","none","2023_09_18_09:43:07","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-5-2023_09_18_09:43:07.jpg",1,"000XE",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"none","none","none","none","none","none","2023_09_18_09:43:07","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-5-2023_09_18_09:43:07.jpg",2,"000ZR","True",1231,1904.5,0.646363875032817,298.835567355156,100,29,643,20,"True",88.4201431274414,23.6610679626465,85.5647506713867,0.963530602844048,0
6,"none","none","none","none","none","none","2023_09_18_09:43:08","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-6-2023_09_18_09:43:08.jpg",0,NA,"True",9387,11510.5,0.815516267755528,525.913775324822,146,116,1054,28,"True",138.979156494141,101.477432250977,110.023773193359,0.683273043659499,NA
6,"none","none","none","none","none","none","2023_09_18_09:43:08","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-6-2023_09_18_09:43:08.jpg",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"none","none","none","none","none","none","2023_09_18_09:43:08","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-6-2023_09_18_09:43:08.jpg",2,NA,"True",7382,7921.5,0.931894211954806,378.676187038422,91,114,828,29,"True",118.347389221191,81.8271026611328,17.3054008483887,0.722458281933164,NA
7,"none","none","none","none","none","none","2023_09_18_09:43:09","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-7-2023_09_18_09:43:09.jpg",0,NA,"True",1674,1924.5,0.869836321122369,233.379723668098,53,56,426,17,"True",66.2841110229492,34.4904441833496,35.6458358764648,0.853957620518128,NA
7,"none","none","none","none","none","none","2023_09_18_09:43:09","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-7-2023_09_18_09:43:09.jpg",1,NA,"True",2258,2265.5,0.996689472522622,188.40916121006,51,59,423,28,"True",58.1122817993164,48.0035743713379,13.440354347229,0.563598756556225,NA
7,"none","none","none","none","none","none","2023_09_18_09:43:09","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-7-2023_09_18_09:43:09.jpg",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"none","none","none","none","none","none","2023_09_18_09:43:10","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:10.jpg",0,"000XU","True",1086,2041,0.532092111709946,332.894442439079,28,141,931,15,"True",120.055870056152,20.3231410980225,175.657424926758,0.985567880142079,0
8,"none","none","none","none","none","none","2023_09_18_09:43:10","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:10.jpg",1,"000Z2","True",1291,1341,0.962714392244594,168.752307057381,50,41,379,19,"True",53.0288352966309,30.1191253662109,57.9580993652344,0.823044861082954,0
8,"none","none","none","none","none","none","2023_09_18_09:43:10","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-8-2023_09_18_09:43:10.jpg",2,"000WB",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"none","none","none","none","none","none","2023_09_18_09:43:13","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:13.jpg",0,"00100","True",1507,1600,0.941875,184.752307057381,54,52,427,17,"True",62.4368057250977,33.1014556884766,129.757659912109,0.847898033173763,0
1,"none","none","none","none","none","none","2023_09_18_09:43:13","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:13.jpg",1,"000UE","True",1803,3562.5,0.506105263157895,500.717817187309,200,27,1187,17,"True",170.652130126953,30.4060535430908,91.2784042358399,0.983998698748196,0
1,"none","none","none","none","none","none","2023_09_18_09:43:13","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:13.jpg",2,"000Y7","True",3840,25433,0.150984940824913,1252.33298182488,285,258,2344,19,"True",324.94580078125,164.396286010742,52.4268608093262,0.862580933933048,0
2,"none","none","none","none","none","none","2023_09_18_09:43:14","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:14.jpg",0,NA,"True",4087,4261,0.959164515371978,270.592926740646,88,60,624,30,"True",91.6641616821289,57.772762298584,99.9697189331055,0.776379642926096,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:14","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:14.jpg",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:14","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:14.jpg",2,NA,"True",2053,2225.5,0.922489328240845,223.178713202476,58,55,402,20,"True",52.9466590881348,51.2190093994141,84.6640548706055,0.253367895570856,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:16","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:16.jpg",0,NA,"True",1374,1437.5,0.955826086956522,156.468036293983,37,52,327,18,"True",52.6974449157715,34.8222694396973,5.3382306098938,0.750565406860106,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:16","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:16.jpg",1,NA,"True",3015,3192.5,0.944400939702427,251.521859049797,64,76,559,22,"True",82.6217956542969,48.9889907836914,144.103759765625,0.805253565548062,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:16","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:16.jpg",2,NA,"True",706,876,0.805936073059361,166.99494767189,31,42,298,16,"True",43.6819114685059,24.1747303009033,12.6691780090332,0.83289797395443,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:17","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:17.jpg",0,"000XP",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:17","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:17.jpg",1,"000UU",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:17","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:17.jpg",2,"00107",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"none","none","none","none","none","none","2023_09_18_09:43:23","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:23.jpg",0,"000YK","True",2631,14239.5,0.1847677235858,1085.11310470104,121,327,2358,14,"True",296.928802490234,78.5216522216797,163.673858642578,0.964400477401089,0
1,"none","none","none","none","none","none","2023_09_18_09:43:23","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:23.jpg",1,"000V4","True",2891,24054,0.12018791053463,1222.73895692825,233,171,1661,19,"True",268.468933105469,214.647384643555,178.427505493164,0.600633997109016,0
1,"none","none","none","none","none","none","2023_09_18_09:43:23","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:23.jpg",2,"00102","True",7214,21470.5,0.335995901353019,1197.8374607563,112,295,2042,22,"True",255.677398681641,125.89176940918,179.809112548828,0.870377392784547,0
2,"none","none","none","none","none","none","2023_09_18_09:43:25","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:25.jpg",0,NA,"True",10796,12259.5,0.880623190179045,539.428494095802,120,149,1030,28,"True",140.088012695313,108.542930603027,176.145233154297,0.632182464841555,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:25","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:25.jpg",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:25","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:25.jpg",2,NA,"True",2511,3010,0.83421926910299,285.320848584175,65,75,534,17,"True",70.972900390625,49.4990692138672,143.97883605957,0.716646887542982,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:26","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:26.jpg",0,NA,"True",14164,17323,0.817641286151359,629.7127648592,131,185,1290,27,"True",186.013366699219,113.40340423584,162.410858154297,0.792669255750897,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:26","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:26.jpg",1,NA,"True",1501,1545,0.971521035598705,164.166520595551,48,47,329,22,"True",44.4965896606445,42.6377983093262,111.747169494629,0.286011428656637,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:26","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:26.jpg",2,NA,"True",2189,2824,0.77514164305949,284.735062122345,55,73,521,22,"True",78.5892868041992,42.6040649414063,161.926391601563,0.840307312792455,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:27","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:27.jpg",0,"000VM","True",1351,1819,0.742715777899945,250.107645511627,51,50,366,14,"True",46.8709716796875,44.7511940002441,32.4952926635742,0.29733188008379,0
4,"none","none","none","none","none","none","2023_09_18_09:43:27","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:27.jpg",1,"000VB","True",1170,1229.5,0.951606344042294,150.267025828362,45,44,370,17,"True",51.291259765625,28.9611206054687,42.8199462890625,0.825336991044229,0
4,"none","none","none","none","none","none","2023_09_18_09:43:27","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:27.jpg",2,"000X3","True",7983,10184,0.783876669285153,697.210238695145,123,133,1079,25,"True",164.441543579102,72.1186218261719,140.873718261719,0.898698533329504,0
1,"none","none","none","none","none","none","2023_09_18_09:43:34","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:34.jpg",0,"000Z6","True",1380,1640.5,0.841206949100884,234.007140278816,54,48,386,18,"True",49.8446807861328,38.4709434509277,122.34162902832,0.635845423309339,0
1,"none","none","none","none","none","none","2023_09_18_09:43:34","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:34.jpg",1,"000YI","True",7212,30767,0.234406994507102,1532.69462561607,291,291,2469,21,"True",335.771575927734,247.018478393555,37.4480438232422,0.677335590833331,0
1,"none","none","none","none","none","none","2023_09_18_09:43:34","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:34.jpg",2,"0010C","True",2916,2954,0.987136086662153,221.137083053589,73,55,507,24,"True",69.8205871582031,52.4491882324219,80.5275955200195,0.660075262936593,0
2,"none","none","none","none","none","none","2023_09_18_09:43:36","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:36.jpg",0,NA,"True",4165,4248.5,0.980346004472167,257.622364282608,72,76,569,30,"True",74.7174377441406,70.458366394043,11.1706304550171,0.332799455904279,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:36","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:36.jpg",1,NA,"True",9574,11116.5,0.861242297485719,513.144223332405,116,141,974,32,"True",137.855041503906,105.641815185547,172.497695922852,0.642452669749089,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:36","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:36.jpg",2,NA,"True",2611,3064,0.852154046997389,305.462983965874,63,70,585,19,"True",71.1980361938477,52.0331954956055,146.494918823242,0.68256652668427,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:37","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:37.jpg",0,NA,"True",4683,5180,0.904054054054054,310.877197504044,73,100,686,26,"True",100.716148376465,65.2886962890625,10.3003921508789,0.761432188418262,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:37","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:37.jpg",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:37","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:37.jpg",2,NA,"True",1049,1114.5,0.941229250785105,155.639609217644,41,40,285,19,"True",40.9228134155273,34.2625999450684,125.49382019043,0.546821254602025,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:38","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:38.jpg",0,"000UH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:38","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:38.jpg",1,"000Y6",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:38","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:38.jpg",2,"000XV","True",1285,1470,0.874149659863945,175.095452904701,35,56,387,19,"True",58.757396697998,30.5291614532471,8.01645183563232,0.85442187618415,0
1,"none","none","none","none","none","none","2023_09_18_09:43:45","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:45.jpg",0,"000VO","True",1959,1988,0.985412474849094,181.338093519211,59,49,415,22,"True",55.5384407043457,44.5970230102539,91.5025939941406,0.595987393062904,0
1,"none","none","none","none","none","none","2023_09_18_09:43:45","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:45.jpg",1,"000VI","True",10468,65793,0.159105071968143,1798.98998308182,284,430,3432,19,"True",424.957275390625,267.878204345703,23.5111770629883,0.7762988682354,0
1,"none","none","none","none","none","none","2023_09_18_09:43:45","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:45.jpg",2,"000ZC","True",8023,9129.5,0.87879949613889,433.203098416329,111,115,808,19,"True",112.859252929688,99.1797866821289,155.126266479492,0.477205366773373,0
2,"none","none","none","none","none","none","2023_09_18_09:43:46","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:46.jpg",0,NA,"True",11925,13201,0.903340656010908,503.972650408745,125,159,1147,27,"True",157.842971801758,103.945510864258,21.6615867614746,0.752547941532917,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:46","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:46.jpg",1,NA,"True",14848,16267,0.912768180979898,556.073155641556,157,145,1157,35,"True",163.501525878906,126.451988220215,129.71794128418,0.633919008521136,NA
2,"none","none","none","none","none","none","2023_09_18_09:43:46","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-2-2023_09_18_09:43:46.jpg",2,NA,"True",3000,3123.5,0.960461021290219,248.107645511627,57,74,542,23,"True",73.4681015014648,52.1910171508789,169.909423828125,0.703808074461668,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:48","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:48.jpg",0,NA,"True",8279,9117.5,0.908034000548396,418.859952569008,110,112,792,29,"True",117.26586151123,99.2965087890625,51.0802116394043,0.531968744539284,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:48","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:48.jpg",1,NA,"True",6237,7348,0.848802395209581,398.333041191101,113,102,756,26,"True",113.477340698242,81.002815246582,122.355354309082,0.700325442044474,NA
3,"none","none","none","none","none","none","2023_09_18_09:43:48","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-3-2023_09_18_09:43:48.jpg",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:49","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:49.jpg",0,"000ZM",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:49","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:49.jpg",1,"000UJ",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"none","none","none","none","none","none","2023_09_18_09:43:49","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-4-2023_09_18_09:43:49.jpg",2,"000VV","True",4018,5335.5,0.753069065692063,454.173660874367,106,74,690,25,"True",98.973030090332,66.6338577270508,96.4416809082031,0.739412489255601,0
1,"none","none","none","none","none","none","2023_09_18_09:43:55","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:55.jpg",0,"000W9","True",8528,39291.5,0.217044398915796,1736.31201350689,260,246,2086,20,"True",305.762512207031,191.473159790039,143.054931640625,0.77965018595903,0
1,"none","none","none","none","none","none","2023_09_18_09:43:55","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:55.jpg",1,"000W3","True",3259,3480.5,0.93635971843126,266.107645511627,84,62,587,18,"True",85.3366851806641,52.4860420227051,70.7010116577149,0.788490724696929,0
1,"none","none","none","none","none","none","2023_09_18_09:43:55","none","none","none","none","none","capture","/home/lift_lab/mnt/liftgoogledrive/RaspberryPi/New_Images/ALPHA/capture-1-2023_09_18_09:43:55.jpg",2,"000VU",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
